Symbol,MarketCap,Price,Circulating Supply,Volume24h,percent_1H,percent_24H,percent_7D,Date
USDT,2259069172.46,1.0189,2217140814,2466619904.0,-0.1,1.97,3.33,20180208
BNB,851074458.54,8.5955,99014000,82496024.0,0.2,4.37,-4.92,20180208
DOGE,516515670.81,0.004566,113119082267,9462680.0,0.36,4.03,-6.4,20180208
BTC,147266060710.27,8736.98,16855487,6784821760.0,1.41,6.81,1.49,20180209
ETH,86191880083.27,883.86,97517067,2495820800.0,1.78,9.27,-0.91,20180209
XRP,37231504798.34,0.9544,39009215838,1690344960.0,3.42,21.9,13.97,20180209
ADA,10153085969.85,0.3916,25927070538,401270848.0,0.85,10.95,8.87,20180209
LTC,9041357382.84,163.95,55147083,722204736.0,3.48,11.21,28.99,20180209
USDT,2221826390.95,1.0021,2217140814,1631136256.0,0.26,-1.25,0.74,20180209
BNB,963451310.83,9.7305,99014000,9284.19,1.61,14.13,4.47,20180209
DOGE,565681895.63,0.005,113132925740,11190094.0,1.74,10.99,14.46,20180209
BTC,145341767059.21,8621.9,16857287,7780962816.0,0.29,-1.61,-5.91,20180210
ETH,83923016820.69,860.42,97537803,2930525696.0,0.24,-2.52,-10.32,20180210
XRP,41768834118.22,1.0707,39009215838,4682006528.0,-1.36,10.41,16.15,20180210
ADA,10523080144.79,0.4059,25927070538,951824448.0,0.13,1.19,-8.03,20180210
LTC,8582621351.89,155.59,55160683,576327936.0,-0.13,-4.67,-2.63,20180210
USDT,2225336609.47,1.0037,2217140814,2628378368.0,0.06,0.31,0.33,20180210
BNB,916470991.41,9.256,99014000,80123152.0,-0.23,-4.7,-4.41,20180210
DOGE,564542824.62,0.004989,113146970858,16717278.0,0.64,-0.29,-3.73,20180210
BTC,137064648220.97,8129.97,16859175,6122188288.0,-2.61,-4.79,-1.44,20180211
ETH,79476533544.78,814.66,97557892,2486654976.0,-2.75,-4.39,-2.88,20180211
XRP,39171342534.23,1.0042,39009215838,2555308032.0,-3.91,-4.65,22.63,20180211
ADA,9587021717.61,0.3698,25927070538,331944128.0,-3.33,-7.58,-2.37,20180211
LTC,8220589670.62,148.99,55175308,495720128.0,-3.29,-3.53,0.7,20180211
USDT,2215479928.56,0.9993,2217140814,2431739904.0,-0.36,-0.44,-0.04,20180211
BNB,861908175.15,8.7049,99014000,68554648.0,-2.66,-4.83,3.99,20180211
DOGE,560868027.19,0.004956,113160894892,11309807.0,-2.86,0.01,13.04,20180211
BTC,150513150147.71,8926.57,16861250,6256443904.0,0.43,8.14,30.56,20180212
ETH,84767016942.84,868.71,97578398,2243454464.0,0.07,4.95,28.47,20180212
XRP,42169365740.31,1.081,39009215838,1756291328.0,0.01,5.11,58.53,20180212
ADA,9964164791.88,0.3843,25927070538,243039392.0,-0.1,2.04,22.45,20180212
LTC,8916797397.18,161.57,55189883,535710016.0,0.22,6.17,31.53,20180212
USDT,2217345384.65,1.0001,2217140814,2457488128.0,0.08,-0.24,0.31,20180212
BNB,923055016.0,9.3225,99014000,50792640.0,0.74,5.2,43.72,20180212
DOGE,619304682.25,0.005472,113174969242,11124342.0,0.63,8.65,57.7,20180212
BTC,144995960488.69,8598.31,16863312,5696718336.0,-0.05,-3.61,14.39,20180213
ETH,82496212604.89,845.26,97598827,2081166208.0,0.3,-2.68,11.35,20180213
XRP,40078547983.59,1.0274,39009215838,921099520.0,0.17,-4.95,37.98,20180213
ADA,9678950597.91,0.3733,25927070538,225694528.0,0.3,-2.8,7.36,20180213
LTC,8808169363.77,159.55,55205058,483467616.0,0.37,-1.29,15.3,20180213
USDT,2219586680.71,1.0011,2217140814,2226756352.0,0.16,0.01,-0.16,20180213
BNB,889816956.99,8.9868,99014000,41593444.0,0.51,-3.28,13.16,20180213
DOGE,638123529.41,0.005638,113192326519,14149742.0,0.74,3.02,36.17,20180213
BTC,160131507447.78,9494.63,16865487,7909821440.0,0.59,10.12,18.27,20180214
ETH,90157033193.96,923.56,97618897,2818374144.0,0.23,9.23,14.45,20180214
XRP,44533758346.13,1.1416,39009215838,1457597184.0,-0.7,10.83,51.07,20180214
LTC,11781594970.35,213.36,55219533,2383336448.0,-0.03,33.13,46.48,20180214
ADA,10290667511.14,0.3969,25927070538,299009184.0,0.43,6.41,13.26,20180214
USDT,2218841872.66,1.0008,2217140814,3066191104.0,-0.08,0.08,-0.38,20180214
BNB,1029804201.46,10.4,99014000,68781576.0,2.49,15.81,22.35,20180214
DOGE,761913666.86,0.00673,113206393755,40527404.0,0.49,19.13,48.17,20180214
BTC,171477764610.15,10166.4,16867112,9062538240.0,0.38,7.53,24.67,20180215
ETH,91485852190.37,936.98,97639494,2900097792.0,0.21,1.91,16.3,20180215
XRP,44738072209.3,1.1469,39009215838,1188531072.0,-0.29,0.72,47.94,20180215
LTC,12451228009.56,225.43,55234208,2087287552.0,2.74,4.19,53.97,20180215
ADA,10613724819.45,0.4094,25927070538,348342080.0,-0.68,3.68,16.59,20180215
USDT,2229142055.31,1.0054,2217140814,3286913280.0,0.52,0.36,-0.78,20180215
BNB,1082336646.03,10.93,99014000,108962040.0,0.69,6.55,28.74,20180215
DOGE,831793571.53,0.007347,113210606017,43274976.0,-0.05,9.02,63.93,20180215
BTC,172637364261.61,10233.92,16869137,7296163840.0,0.06,0.64,16.47,20180216
ETH,92211392114.74,944.21,97659882,2369445888.0,-0.32,0.91,6.88,20180216
XRP,44393525078.25,1.138,39009215838,568338624.0,-0.24,-0.89,16.08,20180216
LTC,12714040279.7,230.12,55248633,1300091264.0,-0.58,3.71,41.52,20180216
ADA,10469618709.85,0.4038,25927070538,192420448.0,-0.33,-1.72,-2.29,20180216
USDT,2221802075.01,1.0021,2217140814,2605819136.0,-0.1,0.08,-1.2,20180216
BNB,1109115418.66,11.2,99014000,71131840.0,2.47,2.93,17.1,20180216
DOGE,796387112.21,0.007034,113224587863,26553864.0,-0.8,-4.34,39.54,20180216
BTC,187481378728.47,11112.66,16870975,8660884480.0,0.94,8.8,32.78,20180217
ETH,95151943635.34,974.11,97680414,2525724416.0,-0.08,3.06,16.58,20180217
XRP,47005446421.84,1.205,39009215838,1186733056.0,-0.36,5.86,19.35,20180217
LTC,12681122196.65,229.46,55263933,863401472.0,-0.51,-0.37,51.63,20180217
ADA,10886346534.77,0.4199,25927070538,341414848.0,-0.82,3.98,8.23,20180217
USDT,2225346653.02,1.0037,2217140814,2797599232.0,0.04,0.14,-0.07,20180217
BNB,1157408369.32,11.69,99014000,76093488.0,0.03,5.95,30.71,20180217
DOGE,798267493.77,0.007049,113238532242,18333070.0,0.67,0.19,44.8,20180217
BTC,178040051534.26,10551.76,16873012,8744008704.0,-1.33,-4.89,25.98,20180218
ETH,90267837295.23,923.92,97700783,2567288320.0,-0.35,-5.17,10.27,20180218
XRP,43708327734.8,1.1205,39009215838,1113651968.0,-1.17,-6.9,7.46,20180218
LTC,11925651797.93,215.74,55278908,1011115200.0,-0.69,-6.32,40.58,20180218
ADA,9997956708.72,0.3856,25927070538,251314464.0,-1.36,-8.14,1.51,20180218
USDT,2228652036.1,1.0052,2217140814,3124180224.0,0.1,0.16,0.29,20180218
BNB,1059687170.87,10.7,99014000,62044652.0,-1.1,-8.37,19.25,20180218
DOGE,727588842.02,0.006424,113252366415,15291519.0,-1.68,-8.95,26.02,20180218
BTC,189426969549.48,11225.31,16874987,7652085248.0,0.36,5.74,27.36,20180219
ETH,92235682352.74,943.87,97721222,2169022208.0,0.28,1.84,9.49,20180219
XRP,44642941821.94,1.1444,39009215838,556304256.0,0.0,1.2,6.9,20180219
LTC,12333471250.87,223.06,55292858,767597120.0,-0.02,2.69,39.26,20180219
ADA,10149718600.28,0.3915,25927070538,169965712.0,0.18,0.42,3.31,20180219
USDT,2218503035.21,1.0006,2217140814,2546441216.0,-0.08,-0.16,-0.08,20180219
BNB,1096645091.39,11.08,99014000,54898812.0,0.26,2.92,20.12,20180219
DOGE,758506701.69,0.006697,113266260898,13019174.0,-0.67,3.83,23.36,20180219
BTC,192457407177.21,11403.68,16876787,9926535168.0,-1.76,0.77,31.03,20180220
ETH,87514964949.86,895.37,97741604,2545264128.0,-1.16,-5.35,5.16,20180220
XRP,42499120391.42,1.0895,39009215838,806673472.0,-0.5,-5.02,4.95,20180220
LTC,12878391501.47,232.85,55307533,1739667712.0,-2.88,4.02,39.86,20180220
ADA,9820624289.1,0.3788,25927070538,281249696.0,-1.08,-3.22,1.0,20180220
USDT,2218486119.77,1.0006,2217140814,3126218240.0,-0.34,0.05,-0.06,20180220
BNB,980684824.75,9.9045,99014000,66512372.0,-3.51,-10.78,9.48,20180220
DOGE,803660331.93,0.007094,113280096697,107910952.0,0.35,6.49,23.3,20180220
BTC,180442581796.61,10690.41,16878925,9405343744.0,0.15,-6.57,12.85,20180221
ETH,83095129606.38,849.97,97762254,2531726336.0,-0.15,-5.35,-7.64,20180221
XRP,39609397111.57,1.0154,39009215838,871525760.0,-0.41,-6.31,-10.04,20180221
LTC,11803095282.9,213.35,55322258,1195824512.0,-0.32,-8.86,-2.4,20180221
ADA,9448884614.42,0.3644,25927070538,242377984.0,-0.77,-3.23,-8.14,20180221
USDT,2219297532.37,1.001,2217140814,3459829760.0,0.3,0.07,-0.11,20180221
BNB,928829705.83,9.3808,99014000,55087560.0,0.15,-5.97,-8.31,20180221
DOGE,745580963.05,0.006581,113294064356,36813096.0,1.22,-6.29,-4.71,20180221
BTC,168892207994.43,10005.0,16880787,8040084480.0,-0.73,-6.06,-1.57,20180222
ETH,79482095401.6,812.84,97782652,2150367232.0,-0.23,-4.27,-13.19,20180222
XRP,36738421358.57,0.9418,39009215838,889707264.0,-1.35,-6.99,-17.73,20180222
LTC,10807772612.6,195.31,55337058,974379392.0,-0.48,-8.65,-10.73,20180222
ADA,8759994050.21,0.3379,25927070538,208341872.0,-0.67,-7.41,-17.0,20180222
USDT,2226205640.3,1.0041,2217140814,2904617984.0,0.07,0.47,0.19,20180222
BNB,881623233.48,8.904,99014000,47216116.0,-0.19,-5.01,-18.18,20180222
DOGE,709169015.18,0.006259,113307983085,20365474.0,0.34,-4.36,-14.95,20180222
BTC,173909311291.41,10301.1,16882600,7739502592.0,0.73,3.55,0.42,20180223
ETH,84520581954.69,864.19,97803336,2334819328.0,0.82,7.01,-8.89,20180223
XRP,39050024457.78,0.9989,39094802192,896403776.0,-0.01,6.87,-12.3,20180223
LTC,11585671074.02,209.31,55352108,1065680256.0,-0.01,8.85,-9.15,20180223
ADA,8951526137.26,0.3453,25927070538,222509280.0,0.85,3.3,-14.71,20180223
USDT,2220618522.67,1.0016,2217140814,2815280128.0,0.21,-0.24,-0.08,20180223
BNB,959655057.78,9.6921,99014000,53626768.0,2.03,9.71,-13.24,20180223
DOGE,753352900.65,0.006648,113322139108,19390514.0,1.03,7.42,-5.84,20180223
BTC,165687837361.72,9813.07,16884400,6917927424.0,0.52,-4.9,-10.77,20180224
ETH,82222403243.48,840.52,97823808,1926577280.0,0.37,-2.78,-13.22,20180224
XRP,37312160885.74,0.9544,39094802192,489920480.0,0.55,-4.88,-19.94,20180224
LTC,11594915732.03,209.42,55366258,937311936.0,1.8,-1.48,-8.54,20180224
ADA,8373574869.52,0.323,25927070538,133523544.0,0.34,-6.48,-22.42,20180224
USDT,2223434415.16,1.0028,2217140814,2417707008.0,-0.11,0.31,-0.08,20180224
BNB,905177414.77,9.1419,99014000,48709212.0,0.87,-4.94,-20.78,20180224
DOGE,716769678.94,0.006324,113336003050,15687347.0,0.99,-5.27,-9.2,20180224
BTC,163204103255.4,9664.73,16886562,5706939904.0,-0.8,-1.07,-9.92,20180225
ETH,82659638141.62,844.81,97844015,1646960512.0,-0.62,0.89,-9.69,20180225
XRP,36885425536.71,0.9435,39094802192,360271392.0,-1.03,-0.69,-17.14,20180225
LTC,12209954707.35,220.47,55380233,1028590400.0,-1.23,6.45,0.18,20180225
ADA,8919771023.13,0.344,25927070538,247808288.0,-1.78,6.82,-12.32,20180225
USDT,2217898043.85,1.0003,2217140814,1968852096.0,-0.05,-0.17,-0.2,20180225
BNB,925444116.27,9.3466,99014000,43814528.0,-0.14,2.76,-13.96,20180225
DOGE,696234678.34,0.006142,113349759682,11758769.0,-1.03,-2.21,-6.06,20180225
BTC,175075457086.69,10366.66,16888312,7287693824.0,-0.74,6.77,-8.6,20180226
ETH,85074991358.48,869.32,97864380,2044475776.0,-0.48,2.41,-8.3,20180226
XRP,37408208379.95,0.9569,39094802192,458612544.0,-0.42,1.15,-16.49,20180226
LTC,12240121980.45,220.96,55394683,1297083648.0,-1.1,-0.6,-2.58,20180226
ADA,8772027103.53,0.3383,25927070538,201812672.0,-1.42,-1.7,-13.61,20180226
USDT,2216166589.78,0.9996,2217140814,2362209792.0,-0.07,-0.19,-0.04,20180226
BNB,980468397.81,9.9023,99014000,53540260.0,0.4,5.8,-10.31,20180226
DOGE,718602996.42,0.006339,113363657722,12068581.0,-1.08,2.48,-4.87,20180226
BTC,181158236432.81,10725.56,16890325,6966184448.0,-0.5,2.96,-6.61,20180227
ETH,85968795515.87,878.27,97884793,2053980928.0,-0.31,0.59,-3.44,20180227
XRP,37034700185.64,0.9473,39094802192,312712640.0,-0.57,-1.17,-13.33,20180227
LTC,12001551444.42,216.6,55409108,856453504.0,-0.58,-2.76,-8.25,20180227
ADA,8699464075.37,0.3355,25927070538,106756672.0,-0.23,-1.07,-11.63,20180227
USDT,2218297671.17,1.0005,2217140814,2473018624.0,0.06,0.02,0.09,20180227
BNB,1055483559.27,10.66,99014000,97184432.0,-0.6,7.12,4.62,20180227
DOGE,713270842.82,0.006291,113377497309,12201891.0,-0.86,-1.64,-13.74,20180227
BTC,175644911465.31,10397.94,16892287,6936188928.0,-1.31,-3.09,-3.11,20180228
ETH,83728549711.36,855.2,97905358,1963976832.0,-0.94,-2.8,0.41,20180228
XRP,35364476251.97,0.9046,39094802192,329530304.0,-0.84,-4.57,-11.45,20180228
LTC,11245143615.44,202.89,55423583,761321856.0,-1.79,-6.9,-5.98,20180228
ADA,8104308933.47,0.3126,25927070538,114757016.0,-0.93,-6.72,-14.74,20180228
USDT,2214708029.37,0.9989,2217140814,2414226432.0,-0.2,-0.11,-0.12,20180228
BNB,1033528784.34,10.44,99014000,69036448.0,-1.32,-2.41,10.68,20180228
DOGE,682419972.75,0.006018,113391380217,13227584.0,-0.86,-4.38,-8.86,20180228
BTC,185009522097.9,10950.99,16894325,7317279232.0,0.03,4.86,9.56,20180301
ETH,85410810312.08,872.2,97925736,1868524416.0,-0.05,1.61,6.63,20180301
XRP,36293555981.15,0.9283,39094802192,475256704.0,-0.19,2.24,-0.88,20180301
LTC,11628122887.79,209.75,55437983,678542400.0,-0.55,2.5,8.31,20180301
ADA,7892124470.56,0.3044,25927070538,184691360.0,-1.05,-2.47,-8.88,20180301
USDT,2218071427.13,1.0004,2217140814,2285568768.0,0.2,0.05,-0.28,20180301
BNB,1040610345.36,10.51,99014000,72474192.0,0.04,-0.07,18.6,20180301
DOGE,704812233.42,0.006215,113405398270,15518360.0,0.29,2.81,-0.31,20180301
BTC,187319596807.0,11086.44,16896287,7620591104.0,-0.21,0.82,7.21,20180302
ETH,83925692679.08,856.85,97946427,1894419968.0,-0.43,-1.77,-0.69,20180302
XRP,35579297077.57,0.9101,39091956706,271035712.0,-0.38,-2.08,-9.06,20180302
LTC,11786843119.93,212.56,55452983,627142080.0,2.42,0.83,0.1,20180302
ADA,7609692722.17,0.2935,25927070538,107239920.0,-0.83,-3.86,-15.02,20180302
USDT,2216541769.0,0.9997,2217140814,2172251392.0,0.1,0.03,-0.16,20180302
BNB,1012397602.66,10.22,99014000,46449072.0,-0.09,-2.38,6.77,20180302
DOGE,621726707.97,0.005482,113419395005,22498108.0,-2.68,-11.52,-18.1,20180302
BTC,194159602441.24,11489.73,16898537,6690568704.0,0.71,3.48,18.0,20180303
ETH,83979660639.6,857.23,97966871,1699368704.0,0.05,-0.24,2.61,20180303
XRP,35487849126.68,0.9078,39091956706,280853216.0,0.37,-0.62,-3.94,20180303
LTC,11683933633.05,210.64,55468045,681866496.0,0.28,-0.62,2.91,20180303
ADA,7703076571.94,0.2971,25927070538,115319600.0,0.63,0.08,-7.59,20180303
USDT,2219071816.95,1.0009,2217140814,2181486848.0,0.12,0.23,-0.16,20180303
BNB,1011716405.5,10.22,99014000,40001896.0,0.7,-0.59,12.81,20180303
DOGE,601286168.35,0.005301,113433271070,21544964.0,0.54,-4.54,-15.43,20180303
BTC,194566959663.1,11512.57,16900387,6084146688.0,0.8,0.64,18.96,20180304
ETH,84923238672.53,866.68,97987073,1697938944.0,0.41,1.19,2.22,20180304
XRP,39308508026.1,1.0055,39091956706,797226176.0,-0.7,11.01,7.09,20180304
LTC,11862054985.01,213.8,55482245,574675392.0,1.04,1.71,-4.1,20180304
ADA,7798526586.52,0.3008,25927070538,94436016.0,-0.33,1.87,-11.29,20180304
USDT,2211846808.78,0.9976,2217140814,2133911936.0,-0.13,-0.29,-0.46,20180304
BNB,1024611560.33,10.35,99014000,37886876.0,0.99,1.77,11.4,20180304
DOGE,624159167.34,0.005502,113446938321,12133530.0,1.92,4.5,-10.64,20180304
BTC,195614459995.61,11573.28,16902250,6468538880.0,-0.43,0.99,11.8,20180305
ETH,83667362995.01,853.68,98007393,1898492160.0,-0.26,-1.26,-2.01,20180305
XRP,37503555639.07,0.9594,39091956706,1706823936.0,-0.26,-4.05,0.47,20180305
LTC,11719799973.36,211.18,55497962,594828672.0,-0.16,-0.42,-4.4,20180305
ADA,7716471099.61,0.2976,25927070538,202674672.0,-1.01,-0.46,-11.82,20180305
USDT,2214622394.94,0.9989,2217140814,2227677440.0,0.13,0.07,-0.14,20180305
BNB,1001082402.22,10.11,99014000,38605088.0,-0.36,-1.7,2.11,20180305
DOGE,591986819.27,0.005218,113460824021,13627678.0,0.22,-4.21,-18.11,20180305
BTC,182224546810.47,10779.85,16904175,6832174592.0,-0.6,-6.2,-0.01,20180306
ETH,80083970671.67,816.95,98027825,1943067264.0,-0.5,-3.89,-7.42,20180306
XRP,36077473694.69,0.9229,39091956706,875180352.0,-1.42,-3.58,-2.89,20180306
LTC,10914028767.42,196.6,55513581,661078272.0,-0.93,-6.28,-10.11,20180306
ADA,7398465618.35,0.2854,25927070538,110304664.0,-1.34,-3.86,-14.85,20180306
USDT,2218238731.43,1.0005,2217140814,2491846144.0,-0.01,0.19,0.06,20180306
BNB,929184657.33,9.3844,99014000,38182588.0,-0.15,-6.86,-13.25,20180306
DOGE,523142040.83,0.00461,113474810483,14766899.0,-1.01,-10.43,-27.41,20180306
BTC,168479675677.93,9965.57,16906175,8797910016.0,-0.99,-8.03,-5.22,20180307
ETH,73813965560.28,752.83,98048457,2175416576.0,-1.01,-8.08,-12.86,20180307
XRP,34057314433.45,0.8712,39091956706,809597632.0,-1.0,-6.13,-4.38,20180307
LTC,10319470816.35,185.84,55529031,755924992.0,-0.54,-6.05,-9.74,20180307
ADA,6411262657.93,0.2473,25927070538,190793120.0,-2.04,-13.72,-20.21,20180307
USDT,2222633839.0,1.0025,2217140814,3037384960.0,0.01,0.28,0.22,20180307
BNB,894579388.22,9.0349,99014000,79740752.0,1.43,-4.06,-14.38,20180307
DOGE,456705881.54,0.004024,113488697114,17585536.0,-2.09,-13.35,-33.8,20180307
BTC,158852217856.79,9395.01,16908150,7186092032.0,0.25,-6.45,-14.73,20180308
ETH,69098804589.48,704.6,98068754,1891636608.0,1.06,-7.18,-19.46,20180308
XRP,32284379431.02,0.8259,39091956706,499495520.0,-0.18,-6.17,-11.01,20180308
LTC,9804046953.92,176.51,55543681,612508672.0,-0.06,-5.62,-16.63,20180308
ADA,5749146081.66,0.2217,25927070538,167808640.0,-0.51,-11.76,-27.01,20180308
USDT,2230236272.97,1.0059,2217140814,2636694784.0,0.41,0.47,0.6,20180308
BNB,822849440.31,8.3104,99014000,48535060.0,1.03,-7.74,-20.84,20180308
DOGE,456837384.49,0.004025,113502540888,15499377.0,0.71,-1.06,-34.98,20180308
BTC,157898167608.62,9337.55,16910025,8704189440.0,0.85,-0.82,-16.22,20180309
ETH,71498765221.03,728.92,98089127,2233023488.0,2.36,3.66,-15.3,20180309
XRP,33218834563.1,0.8498,39091956706,989203328.0,0.48,2.54,-7.02,20180309
LTC,10398454558.54,187.17,55556743,943363840.0,-0.73,5.72,-11.49,20180309
ADA,5761184543.79,0.2222,25927070538,246849344.0,3.43,-0.09,-25.23,20180309
USDT,2220831287.22,1.0017,2217140814,3131617024.0,0.02,-0.04,0.29,20180309
BNB,823110720.12,8.3131,99014000,46893300.0,3.79,0.8,-19.43,20180309
DOGE,470608708.43,0.004146,113516569069,13624406.0,2.17,3.11,-25.94,20180309
BTC,149939830180.81,8866.0,16911775,5386320896.0,-0.39,-4.97,-22.18,20180310
ETH,67390482708.0,686.89,98109577,1532963456.0,-0.55,-5.31,-19.69,20180310
XRP,31141698291.06,0.7966,39091956706,402669504.0,-0.68,-6.11,-11.92,20180310
LTC,9876905717.53,177.73,55571768,625807808.0,-0.88,-5.72,-15.28,20180310
ADA,5441382565.46,0.2099,25927070538,129138192.0,-0.59,-4.33,-28.63,20180310
USDT,2228649393.07,1.0052,2217140814,2218813440.0,0.21,0.56,0.47,20180310
BNB,759602021.22,7.6717,99014000,41644960.0,-0.86,-5.88,-24.31,20180310
DOGE,451032776.64,0.003973,113530399613,9880541.0,-0.66,-3.37,-24.53,20180310
BTC,162009708260.99,9578.63,16913662,6296365056.0,-0.26,8.97,-16.39,20180311
ETH,70981360552.53,723.34,98130121,1562678656.0,-0.13,6.09,-16.44,20180311
XRP,32490170523.91,0.8311,39091956706,472972000.0,-0.17,5.04,-15.0,20180311
LTC,10502772246.49,188.95,55586218,669377984.0,-0.04,7.07,-10.72,20180311
ADA,5794636092.05,0.2235,25927070538,161361504.0,-0.84,8.28,-24.82,20180311
USDT,2225656152.74,1.0038,2217140814,2394812416.0,0.15,0.12,0.54,20180311
BNB,819080948.83,8.2724,99014000,45451724.0,-0.49,8.68,-19.73,20180311
DOGE,477971787.7,0.00421,113544260858,9251444.0,-0.03,6.79,-22.66,20180311
BTC,155710881142.07,9205.12,16915687,6457397760.0,0.38,-4.38,-19.8,20180312
ETH,68688764216.23,699.83,98150503,1764999168.0,0.61,-3.51,-17.85,20180312
XRP,31314519003.92,0.801,39091956706,355030880.0,-0.06,-3.79,-18.02,20180312
LTC,9909944126.84,178.23,55600843,567629440.0,-0.02,-5.93,-15.11,20180312
ADA,5800456742.58,0.2237,25927070538,184250272.0,-0.44,-0.63,-25.16,20180312
USDT,2222342576.24,1.0023,2217140814,2155563008.0,0.35,0.09,0.38,20180312
BNB,795999941.78,8.0393,99014000,51188068.0,0.51,-3.51,-20.49,20180312
DOGE,457817217.67,0.004032,113558200343,7601499.5,1.1,-4.52,-22.07,20180312
BTC,155555587703.48,9194.85,16917687,5991137280.0,-0.19,-0.34,-15.01,20180313
ETH,67819052766.16,690.83,98170877,1425956224.0,0.06,-1.25,-15.47,20180313
XRP,30871158484.3,0.7897,39091716516,279678944.0,0.08,-1.46,-15.08,20180313
LTC,9776366576.25,175.78,55616581,468094336.0,0.01,-1.81,-10.87,20180313
ADA,5782407935.28,0.223,25927070538,98868672.0,0.52,-0.97,-21.84,20180313
USDT,2216792196.83,0.9998,2217140814,1890039296.0,-0.1,0.04,-0.02,20180313
BNB,1001544434.06,10.12,99014000,216111488.0,-1.65,25.66,7.36,20180313
DOGE,449767741.89,0.00396,113572080041,6006561.0,-1.25,-1.85,-14.52,20180313
BTC,139920770187.96,8269.81,16919475,6438227968.0,0.08,-10.57,-16.42,20180314
ETH,60318020766.84,614.29,98191289,1810564608.0,1.15,-11.47,-17.98,20180314
XRP,27438562243.12,0.7019,39091716516,479149408.0,0.34,-11.35,-18.86,20180314
LTC,8962079570.83,161.1,55630356,480653440.0,-0.02,-8.6,-12.18,20180314
ADA,5174047960.35,0.1996,25927070538,144156128.0,-0.5,-11.2,-18.35,20180314
USDT,2223232751.37,1.0027,2217140814,2151672320.0,0.14,0.23,0.17,20180314
BNB,887087446.99,8.9592,99014000,124111624.0,1.25,-12.07,2.59,20180314
DOGE,400228866.25,0.003524,113585949526,7532351.0,0.3,-11.94,-12.8,20180314
BTC,140460775738.76,8300.86,16921237,6834429952.0,-0.53,0.61,-10.3,20180315
ETH,60037241154.25,611.3,98211747,1770464640.0,-0.25,0.14,-12.2,20180315
XRP,27257426651.25,0.6973,39091716516,888345024.0,-0.74,0.3,-14.55,20180315
LTC,9152144868.86,164.48,55644356,564609408.0,-0.84,2.34,-5.24,20180315
ADA,4814888787.67,0.1857,25927070538,204233440.0,-0.61,-5.82,-14.54,20180315
USDT,2219969128.28,1.0013,2217140814,2259868928.0,0.07,-0.18,-0.1,20180315
BNB,900935843.48,9.0991,99014000,104531304.0,0.67,2.37,13.18,20180315
DOGE,401677153.21,0.003536,113599856174,9316744.0,-0.84,0.31,-10.32,20180315
